AveragedExtractionTask1.5,15.0,15.0,14.0,32.0,21.0,18.0,20.0,15.0,14.0,19.0,12.0,21.0,23.0,16.0,15.0
AveragedExtractionTask1.6,15.0,15.0,14.0,32.0,21.0,18.0,20.0,15.0,14.0,19.0,12.0,21.0,23.0,16.0,15.0
AveragedExtractionTask1.7,15.0,15.0,14.0,32.0,21.0,18.0,20.0,15.0,14.0,19.0,12.0,21.0,23.0,16.0,15.0
AveragedExtractionTask1.8,15.0,15.0,14.0,22.0,18.0,18.0,16.0,15.0,13.0,19.0,12.0,21.0,23.0,16.0,15.0
AveragedExtractionTask1.9,15.0,15.0,13.0,21.0,18.0,18.0,16.0,15.0,13.0,16.0,12.0,18.0,21.0,16.0,12.0
AveragedExtractionTask2.0,15.0,15.0,12.0,21.0,15.0,18.0,14.0,15.0,12.0,16.0,12.0,18.0,18.0,16.0,12.0
AveragedExtractionTask2.1,15.0,15.0,12.0,21.0,15.0,18.0,13.0,15.0,12.0,13.0,12.0,18.0,18.0,16.0,12.0
AveragedExtractionTask2.2,15.0,15.0,12.0,21.0,15.0,18.0,13.0,15.0,12.0,11.0,12.0,18.0,18.0,16.0,12.0
AveragedExtractionTask2.3,15.0,15.0,11.0,21.0,15.0,18.0,13.0,15.0,10.0,10.0,12.0,18.0,18.0,16.0,10.0
AveragedExtractionTask2.4,15.0,15.0,8.0,21.0,15.0,18.0,13.0,15.0,10.0,8.0,12.0,18.0,17.0,16.0,10.0
AveragedExtractionTask2.5,15.0,15.0,8.0,21.0,15.0,18.0,13.0,15.0,9.0,7.0,12.0,18.0,17.0,16.0,10.0
AveragedExtractionTask2.6,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,7.0,12.0,18.0,17.0,16.0,10.0
AveragedExtractionTask2.7,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,7.0,12.0,18.0,17.0,16.0,10.0
AveragedExtractionTask2.8,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,7.0,12.0,18.0,17.0,16.0,9.0
AveragedExtractionTask2.9,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,7.0,12.0,18.0,17.0,16.0,9.0
AveragedExtractionTask3.0,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,6.0,12.0,17.0,14.0,16.0,9.0
MedianIntegrationExtractionTask1.5,15.0,15.0,14.0,32.0,21.0,18.0,20.0,15.0,14.0,19.0,12.0,21.0,23.0,16.0,15.0
MedianIntegrationExtractionTask1.6,15.0,15.0,14.0,32.0,21.0,18.0,20.0,15.0,14.0,19.0,12.0,21.0,23.0,16.0,15.0
MedianIntegrationExtractionTask1.7,15.0,15.0,14.0,32.0,21.0,18.0,20.0,15.0,14.0,19.0,12.0,21.0,23.0,16.0,15.0
MedianIntegrationExtractionTask1.8,15.0,15.0,14.0,22.0,18.0,18.0,16.0,15.0,13.0,19.0,12.0,21.0,23.0,16.0,15.0
MedianIntegrationExtractionTask1.9,15.0,15.0,13.0,21.0,18.0,18.0,16.0,15.0,13.0,16.0,12.0,18.0,21.0,16.0,12.0
MedianIntegrationExtractionTask2.0,15.0,15.0,12.0,21.0,15.0,18.0,14.0,15.0,12.0,16.0,12.0,18.0,18.0,16.0,12.0
MedianIntegrationExtractionTask2.1,15.0,15.0,12.0,21.0,15.0,18.0,13.0,15.0,12.0,13.0,12.0,18.0,18.0,16.0,12.0
MedianIntegrationExtractionTask2.2,15.0,15.0,12.0,21.0,15.0,18.0,13.0,15.0,12.0,11.0,12.0,18.0,18.0,16.0,12.0
MedianIntegrationExtractionTask2.3,15.0,15.0,11.0,21.0,15.0,18.0,13.0,15.0,10.0,10.0,12.0,18.0,18.0,16.0,10.0
MedianIntegrationExtractionTask2.4,15.0,15.0,8.0,21.0,15.0,18.0,13.0,15.0,10.0,8.0,12.0,18.0,17.0,16.0,10.0
MedianIntegrationExtractionTask2.5,15.0,15.0,8.0,21.0,15.0,18.0,13.0,15.0,9.0,7.0,12.0,18.0,17.0,16.0,10.0
MedianIntegrationExtractionTask2.6,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,7.0,12.0,18.0,17.0,16.0,10.0
MedianIntegrationExtractionTask2.7,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,7.0,12.0,18.0,17.0,16.0,10.0
MedianIntegrationExtractionTask2.8,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,7.0,12.0,18.0,17.0,16.0,9.0
MedianIntegrationExtractionTask2.9,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,7.0,12.0,18.0,17.0,16.0,9.0
MedianIntegrationExtractionTask3.0,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,6.0,12.0,17.0,14.0,16.0,9.0
ThresholdAverageExtractionTask1.5,15.0,15.0,14.0,32.0,21.0,18.0,20.0,15.0,14.0,19.0,12.0,21.0,23.0,16.0,15.0
ThresholdAverageExtractionTask1.6,15.0,15.0,14.0,32.0,21.0,18.0,20.0,15.0,14.0,19.0,12.0,21.0,23.0,16.0,15.0
ThresholdAverageExtractionTask1.7,15.0,15.0,14.0,32.0,21.0,18.0,20.0,15.0,14.0,19.0,12.0,21.0,23.0,16.0,15.0
ThresholdAverageExtractionTask1.8,15.0,15.0,14.0,22.0,18.0,18.0,16.0,15.0,13.0,19.0,12.0,21.0,23.0,16.0,15.0
ThresholdAverageExtractionTask1.9,15.0,15.0,13.0,21.0,18.0,18.0,16.0,15.0,13.0,16.0,12.0,18.0,21.0,16.0,12.0
ThresholdAverageExtractionTask2.0,15.0,15.0,12.0,21.0,15.0,18.0,14.0,15.0,12.0,16.0,12.0,18.0,18.0,16.0,12.0
ThresholdAverageExtractionTask2.1,15.0,15.0,12.0,21.0,15.0,18.0,13.0,15.0,12.0,13.0,12.0,18.0,18.0,16.0,12.0
ThresholdAverageExtractionTask2.2,15.0,15.0,12.0,21.0,15.0,18.0,13.0,15.0,12.0,11.0,12.0,18.0,18.0,16.0,12.0
ThresholdAverageExtractionTask2.3,15.0,15.0,11.0,21.0,15.0,18.0,13.0,15.0,10.0,10.0,12.0,18.0,18.0,16.0,10.0
ThresholdAverageExtractionTask2.4,15.0,15.0,8.0,21.0,15.0,18.0,13.0,15.0,10.0,8.0,12.0,18.0,17.0,16.0,10.0
ThresholdAverageExtractionTask2.5,15.0,15.0,8.0,21.0,15.0,18.0,13.0,15.0,9.0,7.0,12.0,18.0,17.0,16.0,10.0
ThresholdAverageExtractionTask2.6,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,7.0,12.0,18.0,17.0,16.0,10.0
ThresholdAverageExtractionTask2.7,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,7.0,12.0,18.0,17.0,16.0,10.0
ThresholdAverageExtractionTask2.8,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,7.0,12.0,18.0,17.0,16.0,9.0
ThresholdAverageExtractionTask2.9,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,7.0,12.0,18.0,17.0,16.0,9.0
ThresholdAverageExtractionTask3.0,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,6.0,12.0,17.0,14.0,16.0,9.0
ThresholdMedianIntegrationExtractionTask1.5,15.0,15.0,14.0,32.0,21.0,18.0,20.0,15.0,14.0,19.0,12.0,21.0,23.0,16.0,15.0
ThresholdMedianIntegrationExtractionTask1.6,15.0,15.0,14.0,32.0,21.0,18.0,20.0,15.0,14.0,19.0,12.0,21.0,23.0,16.0,15.0
ThresholdMedianIntegrationExtractionTask1.7,15.0,15.0,14.0,32.0,21.0,18.0,20.0,15.0,14.0,19.0,12.0,21.0,23.0,16.0,15.0
ThresholdMedianIntegrationExtractionTask1.8,15.0,15.0,14.0,22.0,18.0,18.0,16.0,15.0,13.0,19.0,12.0,21.0,23.0,16.0,15.0
ThresholdMedianIntegrationExtractionTask1.9,15.0,15.0,13.0,21.0,18.0,18.0,16.0,15.0,13.0,16.0,12.0,18.0,21.0,16.0,12.0
ThresholdMedianIntegrationExtractionTask2.0,15.0,15.0,12.0,21.0,15.0,18.0,14.0,15.0,12.0,16.0,12.0,18.0,18.0,16.0,12.0
ThresholdMedianIntegrationExtractionTask2.1,15.0,15.0,12.0,21.0,15.0,18.0,13.0,15.0,12.0,13.0,12.0,18.0,18.0,16.0,12.0
ThresholdMedianIntegrationExtractionTask2.2,15.0,15.0,12.0,21.0,15.0,18.0,13.0,15.0,12.0,11.0,12.0,18.0,18.0,16.0,12.0
ThresholdMedianIntegrationExtractionTask2.3,15.0,15.0,11.0,21.0,15.0,18.0,13.0,15.0,10.0,10.0,12.0,18.0,18.0,16.0,10.0
ThresholdMedianIntegrationExtractionTask2.4,15.0,15.0,8.0,21.0,15.0,18.0,13.0,15.0,10.0,8.0,12.0,18.0,17.0,16.0,10.0
ThresholdMedianIntegrationExtractionTask2.5,15.0,15.0,8.0,21.0,15.0,18.0,13.0,15.0,9.0,7.0,12.0,18.0,17.0,16.0,10.0
ThresholdMedianIntegrationExtractionTask2.6,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,7.0,12.0,18.0,17.0,16.0,10.0
ThresholdMedianIntegrationExtractionTask2.7,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,7.0,12.0,18.0,17.0,16.0,10.0
ThresholdMedianIntegrationExtractionTask2.8,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,7.0,12.0,18.0,17.0,16.0,9.0
ThresholdMedianIntegrationExtractionTask2.9,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,7.0,12.0,18.0,17.0,16.0,9.0
ThresholdMedianIntegrationExtractionTask3.0,15.0,15.0,8.0,21.0,15.0,18.0,13.0,12.0,9.0,6.0,12.0,17.0,14.0,16.0,9.0
